clasificacion,texto,sentiment_probabilities,sentiment_label,veracity_label,veracity_probabilities
1,"Entre noviembre y agosto la cantidad de asalariados en blanco del sector privado cayo en esa cantidad. Pero la cifra cambia a casi la mitad al observar el total de trabajadores, ya que crecieron el empleo publico y la cantidad de monotributistas.","[0.9990052580833435, 0.0009948167717084289]",0,1,"[0.25114837288856506, 0.7488515973091125]"
1,"Los aumentos que obtuvieron los jubilados superaron a la inflacion en cinco oportunidades. Aun asi, contrariamente a lo que aseguro el diputado, el incremento de precios fue mayor en tres oportunidades, y en dos de ellas Bossio estaba a cargo de la ANSES.","[0.49337324500083923, 0.5066267848014832]",1,1,"[0.3980869948863983, 0.6019129753112793]"
0,"La suba mencionada por el diputado de Cambiemos no considera la inflacion. De todas maneras, si se toma el crecimiento real, el aumento seria del 10 al 17%, dependiendo de la fuente, y podria ser mayor segun cuanto dinero finalmente se ejecute en el area.","[0.999870777130127, 0.00012922343739774078]",0,1,"[0.4820857644081116, 0.5179142355918884]"
1,"Los trabajadores perdieron un 8,1% de poder de compra si se compara el periodo junio-agosto de 2016 con el mismo periodo de 2015. Pero si se considera el ultimo mes con datos publicados, el numero es menor porque el salario se recupero.","[0.9998968839645386, 0.00010308442142559215]",0,1,"[0.09584756940603256, 0.9041524529457092]"
1,"Distintas fuentes, tanto oficiales como privadas, confirman los datos dichos por el sindicalista. La caida entre el ultimo trimestre de 2015 y el primero de 2016 es la mas importante desde 2002.","[0.9838506579399109, 0.016149332746863365]",0,1,"[0.2918330729007721, 0.7081668972969055]"
1,"La declaracion del diputado es erronea, porque en el primer caso se paga el porcentaje mas alto del tributo; y, en el segundo, quedan eximidos o pagan el porcentaje mas bajo.","[0.9999587535858154, 4.1258132114307955e-05]",0,1,"[0.3935788869857788, 0.606421172618866]"
0,"Un informe del Banco Mundial senala que la degradacion de tierras, la contaminacion del aire y la deforestacion son las principales causas. El gasto publico en gestion ambiental aumento en la ultima decada, pero se encuentra por debajo del promedio de los paises desarrollados.","[0.9997219443321228, 0.0002780715294647962]",0,1,"[0.4741356372833252, 0.5258643627166748]"
1,"La Provincia de Buenos Aires no tiene una medicion oficial propia del aumento de precios, por lo que el incremento del sueldo docente es mayor o menor segun la fuente que se considere.","[0.999868631362915, 0.0001313219836447388]",0,1,"[0.4143920838832855, 0.5856079459190369]"
0,"Los ex presidentes fueron sobreseidos en tres causas por el incremento de su patrimonio, pero dos denuncias aun estan siendo investigadas. Ademas, si bien no se investiga solo el enriquecimiento ilicito, sus bienes estan siendo analizados en otras tres causas en las que se investigan delitos conexos.","[0.9954002499580383, 0.004599723499268293]",0,0,"[0.509792149066925, 0.49020785093307495]"
0,"Los datos muestran que la variacion de precios disminuyo en el segundo semestre del ano comparado con el primero, aunque los numeros de octubre muestran un rebote. Se debe esperar al final del semestre para saber su tendencia definitiva.","[0.36856454610824585, 0.6314354538917542]",1,1,"[0.4852446913719177, 0.5147553086280823]"
0,"El gasto social presupuestado para 2017 es el mayor de los ultimos anos en relacion al Producto Bruto Interno (PBI), pero los especialistas consultados destacan que gran parte del aumento esta atado a obligaciones establecidas por ley.","[0.1298493593931198, 0.870150625705719]",1,1,"[0.4075922966003418, 0.5924077033996582]"
1,"A nivel nacional las victimas no pueden participar de todas las instancias del proceso, como propone el proyecto del Frente Renovador, pero si pueden ser querellantes, aunque sin asesoria legal gratuita.","[0.9999332427978516, 6.675477197859436e-05]",0,1,"[0.11022712290287018, 0.889772891998291]"
1,"Vialidad realizo una auditoria sobre las obras en Santa Cruz en la que no analizo la existencia o no de sobreprecios, aunque senalo a Baez como el principal beneficiario. El titular del organismo si denuncio en la Justicia pagos mayores a los correspondientes.","[0.9986490607261658, 0.0013509573182091117]",0,1,"[0.265543133020401, 0.7344568967819214]"
0,"La tasa de interes del bono a diez anos emitido en octubre ultimo es la mas baja a nivel nominal y los especialistas destacan una reduccion importante en los costos de financiamiento. Sin embargo, se trata de un tipo de colocacion que no se realizo durante los gobiernos anteriores.","[0.004572590347379446, 0.9954273700714111]",1,1,"[0.27518758177757263, 0.7248124480247498]"
0,La inversion en politicas de transporte aerocomercial supera ampliamente a los fondos destinados para construir jardines. Pero los especialistas senalan que este tipo de comparaciones no son las indicadas para dimensionar el gasto del Estado.,"[0.999950647354126, 4.929790156893432e-05]",0,1,"[0.3844618499279022, 0.6155381202697754]"
1,"El presidente de Ferrocarriles Argentinos se refirio a la mala situacion de los trenes metropolitanos, algo que sostienen los datos disponibles. Sin embargo, las vias mejoraron durante los ultimos anos de la gestion anterior, tras la tragedia de Once.","[0.9999542236328125, 4.579830783768557e-05]",0,1,"[0.39979928731918335, 0.6002007126808167]"
1,"Los datos oficiales de la Provincia muestran un aumento mucho menor al marcado por la Gobernadora. Si se tiene en cuenta la inflacion calculada por la Ciudad de Buenos Aires, la suba real seria cercana al 20 por ciento.","[0.9997170567512512, 0.00028288125758990645]",0,0,"[0.6141600608825684, 0.3858399987220764]"
0,"A fines de 2017, el 8% de la matriz electrica debera usar fuentes renovables","[0.9823992252349854, 0.017600780352950096]",0,0,"[0.6951797008514404, 0.30482035875320435]"
0,"En la actualidad, el 1,8% de la energia nacional proviene de fuentes renovables, segun organismos oficiales y la ley apunta a multiplicarla mas de cuatro veces en menos de dos anos.","[0.4398112893104553, 0.5601887702941895]",1,1,"[0.07979843020439148, 0.9202015399932861]"
1,"La Argentina esta entre los primeros paises de la region en poblacion universitaria, pero la tasa de graduacion es una de las mas bajas; ademas, en la ultima decada crecio mucho mas la matricula en universidades privadas que publicas.","[0.9998469352722168, 0.00015308581350836903]",0,1,"[0.3818534016609192, 0.6181465983390808]"
1,"El Ministro comparo los presupuestos del viejo Ministerio de Educacion con el nuevo Ministerio de Educacion y Deportes, que incorporo mas areas. Si se analiza la funcion Educacion, la suba esta por debajo de la inflacion interanual.","[0.6712297797203064, 0.3287702202796936]",0,1,"[0.377670019865036, 0.6223299503326416]"
0,"La comparacion de la cantidad de homicidios en distintas zonas de la Ciudad es correcta, pero no hay datos disponibles que muestren que estos se redujeron despues de la intervencion policial que hubo este ano.","[0.9998267292976379, 0.00017335693701170385]",0,1,"[0.35452648997306824, 0.6454734802246094]"
0,La bancarizacion en el pais es menor al promedio mundial y al latinoamericano. Desde 2011 aumento a un ritmo mayor que el resto del mundo.,"[0.9878761768341064, 0.012123772874474525]",0,0,"[0.7472515106201172, 0.2527484893798828]"
1,El articulo 51 del proyecto de presupuesto 2017 otorga al jefe de Gabinete la facultad de crear unidades especiales y puede disponer de las partidas presupuestarias necesarias.,"[0.11498352885246277, 0.8850164413452148]",1,1,"[0.3388088643550873, 0.6611911654472351]"
1,"Los datos confirman los dichos de la diputada. Segun el proyecto de presupuesto 2017, el gasto total crece un 22%, mientras que los recursos destinados a la ex SIDE lo hacen en un 24 por ciento.","[0.9781908988952637, 0.021809108555316925]",0,1,"[0.42754432559013367, 0.5724557042121887]"
1,"Si bien aun no hay datos oficiales disponibles, las fuentes alternativas coinciden en que aumento la pobreza y calculan un piso de 1,2 millones de personas nuevas en esta situacion.","[0.9998142123222351, 0.00018576519505586475]",0,1,"[0.41078057885169983, 0.5892194509506226]"
1,La gestion de Cambiemos creo al menos tres iniciativas de ayuda social e incremento la cantidad de beneficiarios y/o los montos de los programas preexistentes.,"[0.0001526741252746433, 0.9998472929000854]",1,1,"[0.22799423336982727, 0.7720057368278503]"
1,"De los mas de 250 compromisos que hizo el Presidente en etapa electoral, 230 estan pendientes, 21 en proceso, diez fueron cumplidos y cuatro no se cumplieron.","[0.9997977614402771, 0.00020229564688634127]",0,1,"[0.379620760679245, 0.6203792095184326]"
0,"Los datos de la deuda externa en valores absolutos no sustentan los dichos del ex diputado nacional. Ademas, al utilizar el ratio de deuda externa sobre PBI, el indicador recomendado por los especialistas, este crecio menos en este ultimo ano que durante la dictadura.","[0.9999594688415527, 4.055085446452722e-05]",0,1,"[0.4896584153175354, 0.5103415846824646]"
0,"?Hoy reciben asignaciones 1,4 millones de chicos mas que en 2015?","[0.9997105002403259, 0.00028943721554242074]",0,1,"[0.19352830946445465, 0.8064717054367065]"
0,"Efectivamente, se sumo esta cantidad de ninos y ninas gracias a la modificacion del regimen de asignaciones familiares. Sin embargo, una parte de ellos ya recibia otras transferencias del Estado.","[0.10777411609888077, 0.8922259211540222]",1,1,"[0.29383623600006104, 0.706163763999939]"
1,"El decomiso de las drogas de diseno es el mas alto del ultimo trienio, aunque en el caso de la cocaina aumento con respecto al ultimo ano pero esta por debajo de 2014.","[0.9901812076568604, 0.00981883518397808]",0,1,"[0.18087194859981537, 0.8191280961036682]"
1,"Mas de 7.500 personas de esta comunidad pudieron tramitar el nuevo DNI gracias a la Ley de Identidad de Genero. A pesar de esto, siguen siendo uno de los sectores mas relegados de la sociedad.","[0.0003369431651663035, 0.9996631145477295]",1,1,"[0.05369602143764496, 0.9463039636611938]"
1,Tanto los datos oficiales como los alternativos muestran que el sueldo de los trabajadores perdio poder de compra en el primer semestre del ano con respecto al anterior.,"[0.9999440908432007, 5.587127816397697e-05]",0,1,"[0.3288891613483429, 0.6711108684539795]"
0,La cantidad de personas que no completaron su educacion obligatoria es aun mayor a la cifra senalada por el ministro y representa un 61% de los mayores de 20 anos.,"[0.9997509121894836, 0.0002491089981049299]",0,1,"[0.2619777321815491, 0.7380223274230957]"
1,Lo sostuvo el fundador de Consumidores Libres en la audiencia publica por las tarifas de gas. El incremento confirmado por Aranguren y los aumentos salariales sustentan estos dichos.,"[0.8702122569084167, 0.12978766858577728]",0,1,"[0.23355132341384888, 0.7664487361907959]"
1,"Segun cifras del Ministerio de Produccion de la Nacion, estas empresas representan el 66% del empleo privado formal. Asi, emplean a mas de cuatro millones de personas.","[0.0007247950416058302, 0.999275267124176]",1,1,"[0.4424903094768524, 0.55750972032547]"
1,Lo afirmo el Ministro de Energia de la Provincia de Neuquen durante la audiencia publica sobre el precio de las tarifas de gas. Un estudio internacional sustenta sus dichos.,"[0.9951282739639282, 0.004871775861829519]",0,1,"[0.4187389016151428, 0.5812610983848572]"
1,"El Ministro de Energia afirmo esto durante su exposicion en la audiencia publica. Efectivamente, casi la mitad de los argentinos no acceden a la red y gastan mas por los servicios alternativos.","[0.9999680519104004, 3.1998162739910185e-05]",0,1,"[0.35317400097846985, 0.6468259692192078]"
1,"El porcentaje de la deuda mencionada por el ex ministro de Economia de la Nacion aumento un 50%, aunque no llego a duplicarse.","[0.9987049102783203, 0.0012950857635587454]",0,0,"[0.6494113802909851, 0.3505886495113373]"
0,"La capital santafecina supera en proporcion de homicidios a Rosario, como dijo el periodista, pero sucede desde 2007. En ambas jurisdicciones el indicador aumento de manera notable.","[0.9942469596862793, 0.005752991884946823]",0,1,"[0.4006751477718353, 0.5993248820304871]"
1,"Segun cifras del Ministerio de Produccion de la Nacion, en varios rubros de la economia argentina los productos del exterior superan ampliamente los porcentajes mencionados por el Presidente. Ademas, los datos muestran que en 2016 aumento esta proporcion.","[0.769585371017456, 0.23041462898254395]",0,0,"[0.6176999807357788, 0.3823000192642212]"
1,?Entre los 20 paises con mas desarrollo humano solo EE.UU. utiliza parcialmente alguna forma de voto electronico?,"[0.9988327622413635, 0.0011673009721562266]",0,1,"[0.07901113480329514, 0.9209888577461243]"
1,"Asi lo sostuvo la presidenta de la Fundacion Via Libre, Beatriz Busaniche. Efectivamente son pocos los paises que utilizan alguna forma de voto electronico en sus elecciones nacionales. En algunos, como Alemania, se implemento y luego se descarto.","[0.9738973379135132, 0.026102734729647636]",0,1,"[0.21821580827236176, 0.7817842364311218]"
1,"Los datos muestran que el Estado nacional realizo al menos 47 llamados a licitacion por montos mayores a $15 millones durante el ultimo ano. Sin embargo, la obra publica se detuvo en el segundo semestre de 2015 y repunto en lo que va de 2016.","[0.9998540878295898, 0.00014589456259272993]",0,1,"[0.2737702429294586, 0.726229727268219]"
0,"La ex presidenta comparo los ultimos datos del INDEC con los de anos anteriores, pero el instituto oficial senala que no son comparables. Los numeros de la UIA y de las consultoras registran caidas superiores a la actual durante su gobierno.","[0.9999535083770752, 4.653218275052495e-05]",0,0,"[0.7783281803131104, 0.22167178988456726]"
0,"La cifra dada por el Jefe de Gabinete es cierta, aunque el 50% de los diez anuncios mas importantes que el Gobierno considera en su relevamiento fueron realizados antes del balotaje en el que gano Mauricio Macri.","[0.994001567363739, 0.005998365115374327]",0,0,"[0.5879086852073669, 0.41209131479263306]"
0,"El aumento de las jubilaciones quedo por detras del incremento de los precios, aunque en una proporcion menor a la senalada por el diputado nacional. Se explica por el sistema de aumentos previsionales vigente y por la fuerte inflacion del primer semestre.","[0.9274673461914062, 0.07253263890743256]",0,1,"[0.48688751459121704, 0.513112485408783]"
0,"El ex ministro de Defensa comparo los ultimos datos del INDEC con los de 2015, aunque estan cuestionados y el instituto oficial senala que no son comparables.","[0.9999198913574219, 8.015784260351211e-05]",0,0,"[0.8319608569145203, 0.16803918778896332]"
0,"La Argentina tiene los menores porcentajes de tasa de empleo de America del Sur, aunque la diferencia no es tan marcada como senalo el Presidente.","[0.9967541098594666, 0.0032458307687193155]",0,1,"[0.4380020797252655, 0.5619978904724121]"
0,"El periodista senalo que la Procuradora General se contradijo al dictaminar en contra de los aumentos de tarifas del Gobierno de Cambiemos. Sin embargo, el dictamen previo no avalo las subas de gas y, ademas, fue emitido por otra funcionaria.","[0.9999580383300781, 4.1999366658274084e-05]",0,0,"[0.5733789205551147, 0.42662104964256287]"
0,Los datos oficiales muestran que el empleo privado formal cayo tanto en lo que va del ano como en relacion a 2015. La Construccion es el sector mas afectado. Aun no hay datos sobre el sector publico e informal.,"[0.9997711777687073, 0.0002288173564011231]",0,1,"[0.4873657524585724, 0.5126342177391052]"
1,"Los datos sostienen la tendencia marcada por el Ministro de Agroindustria. Las restricciones a las exportaciones y la caida de la rentabilidad del sector fueron las principales causas de este proceso, segun los especialistas.","[0.9999250173568726, 7.492206350434572e-05]",0,1,"[0.34263643622398376, 0.6573635935783386]"
1,"La informalidad laboral bajo entre 2003 y 2015, algo que no paso en las gestiones de 1980 en adelante. Si bien la cifra se encuentra relativamente estancada desde 2012, a principios de 2015 se alcanzo el porcentaje mas bajo desde 1995.","[0.1546190232038498, 0.845380961894989]",1,1,"[0.1416877657175064, 0.85831218957901]"
1,"El Presidente se refirio a las facturas de abril a julio, antes de la suspension del aumento. El porcentaje, sin embargo, implica una disminucion de la cobrabilidad historica y no esta directamente relacionado con un apoyo o rechazo a la medida.","[0.9999531507492065, 4.679535049945116e-05]",0,1,"[0.43828487396240234, 0.5617151260375977]"
0,"En los ultimos anos aumentaron significativamente los recursos humanos dedicados a la investigacion y el desarrollo. Asi, el pais volvio a posicionarse como el de la region con mas investigadores.","[9.65073995757848e-05, 0.9999034404754639]",1,0,"[0.9969766139984131, 0.0030234050936996937]"
1,"La Provincia de Buenos Aires duplico el ano ultimo los montos para publicidad y alcanzo el numero mencionado por Carrio, pero tambien lo hizo la Ciudad de Buenos Aires, el otro distrito gobernado por un candidato presidencial.","[0.027422692626714706, 0.9725773334503174]",1,1,"[0.43073830008506775, 0.5692617297172546]"
1,"Si bien el salario real durante el periodo del kirchnerismo aumento, distintas fuentes coinciden en que hubo anos en los que la suba de los sueldos fue menor al incremento de los precios.","[0.7862964272499084, 0.21370363235473633]",0,0,"[0.530886709690094, 0.469113290309906]"
0,"Los datos muestran una reduccion de los fondos que reciben las provincias. Pero una porcion importante se destina al financiamiento de la ANSES, cuyos recursos para jubilaciones y asignaciones vuelven, en parte, a las jurisdicciones.","[0.9999122619628906, 8.770198473939672e-05]",0,1,"[0.39448851346969604, 0.605511486530304]"
1,"Segun Lemus, el embarazo adolescente en la Argentina aumento","[0.07736499607563019, 0.9226349592208862]",1,1,"[0.3052600920200348, 0.6947399377822876]"
1,"Si bien la cantidad de ninas y adolescentes que son madres a temprana edad aumento entre 2001 y 2011, en 2012 se registro una caida y, desde ese momento, se mantiene estable en niveles altos.","[0.9548209309577942, 0.04517907649278641]",0,1,"[0.20213676989078522, 0.797863245010376]"
1,"Distintas fuentes coinciden con el dato que dio el presidente de la Sociedad Rural Argentina, pero se trata de proyecciones porque la siembra de la cosecha 2016/2017 de maiz, soja y girasol todavia no comenzo.","[0.9999496936798096, 5.0362927140668035e-05]",0,1,"[0.38895583152770996, 0.6110442280769348]"
0,"Un estudio coincide con la frase del Presidente, luego de incluir empleos indirectos como los generados por el pago de impuestos o el consumo del sector. Existen criticas a esta metodologia, y otros trabajos calculan porcentajes menores.","[0.999909520149231, 9.045049228006974e-05]",0,0,"[0.6112017631530762, 0.38879823684692383]"
0,"Si bien en los ultimos anos la suba de los sueldos fue mayor al alza de los precios, distintas fuentes coinciden en que hubo anos, como 2014, en los que el salario real cayo algo por encima de los numeros marcados por el sindicalista.","[0.9998555183410645, 0.00014444183034356683]",0,1,"[0.3532536029815674, 0.6467463374137878]"
0,"A diferencia de los dichos de la ex presidenta, el comercio con ese pais fue deficitario para la Argentina tanto en la decada del '90 como todos los anos desde 2006. Se debe principalmente al tipo de productos intercambiados.","[0.9998964071273804, 0.0001035355162457563]",0,0,"[0.5943168997764587, 0.40568313002586365]"
0,"Los numeros de consultoras privadas coinciden en la gran penetracion del cable en la Argentina senalada por el titular de Futbol para Todos, pero no hay estudios publicos sobre el consumo de esos televidentes.","[0.9998998641967773, 0.00010009282414102927]",0,1,"[0.3679528534412384, 0.6320471167564392]"
1,"Werthein, sobre la herencia economica: ""Hoy el Estado tiene la responsabilidad de pagarle a diez millones de personas mas que en el 2002""","[0.9999160766601562, 8.389596769120544e-05]",0,1,"[0.41645583510398865, 0.583544135093689]"
1,"En los ultimos 12 anos la cantidad de beneficiarios de politicas de proteccion y seguridad social aumento en la cifra mencionada por el empresario. Aun asi, la inversion social de la Argentina es menor a la media regional.","[0.9998190999031067, 0.00018087762873619795]",0,1,"[0.33475008606910706, 0.6652498841285706]"
1,?La Provincia de Buenos Aires duplico el presupuesto para los comedores escolares?,"[0.9999285936355591, 7.139585795812309e-05]",0,1,"[0.2749333083629608, 0.7250666618347168]"
1,"Efectivamente, el monto de cada racion paso de $3,95 a $7,90 para los desayunos y meriendas; y de $6,30 a $12,60 para los almuerzos. Aun asi, hay criticas por la falta de cupos y por la cantidad de comida que reciben los chicos.","[0.9999550580978394, 4.4954780605621636e-05]",0,1,"[0.3255259394645691, 0.6744740605354309]"
1,"Los datos de la empresa Metrogas confirman la tendencia senalada por el Presidente, aunque no siempre los hogares mas humildes son los que menos gas usan.","[0.08700603246688843, 0.9129939675331116]",1,1,"[0.4187749922275543, 0.5812250375747681]"
1,"A pesar de que las cantidades importadas aumentaron, lo hicieron en niveles mucho menores a los indicados por el senador. Ademas, si se miden en dolares, se registro una baja por la caida en los precios internacionales.","[0.999687910079956, 0.00031216611387208104]",0,1,"[0.4584055542945862, 0.5415944457054138]"
0,"La brecha entre los ingresos de la poblacion mas rica y mas pobre practicamente duplica a la que habia a comienzos de los '70. Sin embargo, luego de un periodo de mejora constante que se estanco en los ultimos anos, la diferencia es menor a la senalada por el economista.","[0.03124268539249897, 0.9687572717666626]",1,1,"[0.46466225385665894, 0.5353376865386963]"
0,"Los datos oficiales muestran este crecimiento en la cantidad de beneficiarios. Pero se explica, en parte, porque previamente pocas personas solicitaban la tarifa diferencial debido al bajo precio del gas.","[0.9967116117477417, 0.0032884441316127777]",0,0,"[0.5581908822059631, 0.44180911779403687]"
1,"Casi la mitad de las personas no estan conectadas a la red de gas natural, y el servicio practicamente no vario con respecto a 2001. Cuatro provincias no tienen acceso a la red.","[0.9999569654464722, 4.3076117435703054e-05]",0,1,"[0.0754682868719101, 0.9245316982269287]"
1,"Las entidades privadas tuvieron una rentabilidad similar a la dicha por el diputado, al igual que en anos previos, como 2014 y 2015. Estos ingresos, sin embargo, ya estan gravados con impuestos.","[0.9970728158950806, 0.0029272206593304873]",0,1,"[0.43294763565063477, 0.5670523643493652]"
0,"Segun el Banco Mundial, Chile consume mas que la Argentina y Uruguay un 30% menos. En cuanto al consumo residencial, si bien los hogares argentinos consumen mas, no llegan a duplicar los valores de los paises vecinos.","[0.9997500777244568, 0.00024995810235850513]",0,1,"[0.21967734396457672, 0.7803226113319397]"
0,"La erogacion que mas crecio en comparacion con 2015 fue la Deuda Publica. Ademas, el porcentaje mencionado responde a una nueva metodologia, que deja afuera ciertos gastos de Servicios Sociales, como Educacion y Salud, que tambien llegan a los sectores mas desfavorecidos.","[0.9981058835983276, 0.0018940692534670234]",0,1,"[0.37896668910980225, 0.621033251285553]"
0,"La cifra brindada por el ministro de Hacienda responde a una nueva metodologia, que deja fuera gastos como Educacion y Salud. Ademas, otros anos la variacion del Gasto Social crecio por encima que la de 2015/2016.","[0.9925986528396606, 0.007401410024613142]",0,1,"[0.3208926320075989, 0.6791073679924011]"
0,"Si se observa la tasa de 2015 y el ultimo trienio, indicador que los especialistas aconsejan tomar, las muertes de ninos en la jurisdiccion portena fueron menos que nunca antes.","[0.9998117089271545, 0.00018827701569534838]",0,1,"[0.2912580072879791, 0.7087420225143433]"
1,Los numeros oficiales de la ANSES y especialistas del sector previsional confirman los dichos de la ex Presidenta.,"[0.9995057582855225, 0.0004942212835885584]",0,1,"[0.4632245600223541, 0.5367754101753235]"
1,"Si bien el salario real durante el periodo kirchnerista aumento, distintas fuentes coinciden en que hubo anos en los que la suba de los sueldos fue menor a la inflacion.","[0.675232470035553, 0.324767529964447]",0,0,"[0.5258727073669434, 0.47412726283073425]"
0,"Las cifras de AySA muestran un aumento en la cobertura, pero menor al senalado. Los especialistas resaltan las obras, aunque tambien que no todas las personas que pueden disponer del servicio estan efectivamente conectadas.","[0.9995825886726379, 0.0004173664783593267]",0,1,"[0.1797303706407547, 0.8202696442604065]"
0,"Rodriguez Larreta, sobre Grindetti: ""Ni siquiera esta imputado, lo pidio el fiscal, no esta confirmado""","[0.9991827607154846, 0.0008172449888661504]",0,0,"[0.5959914922714233, 0.4040084481239319]"
0,El intendente de Lanus (Cambiemos) y ex ministro de Hacienda porteno fue imputado por enriquecimiento ilicito. Este acto procesal no necesita de una confirmacion del juez.,"[0.9998927116394043, 0.00010730852955020964]",0,0,"[0.5464847683906555, 0.4535152018070221]"
0,"La propuesta voluntaria de pago a los 300 mil jubilados en juicio establece un monto menor a lo establecido por la Corte. De todos modos, el haber de estas personas y de mas de dos millones que no litigaron, aumentara con respecto a la jubilacion actual.","[0.9993202686309814, 0.000679737888276577]",0,1,"[0.29758220911026, 0.70241779088974]"
0,"En ese periodo disminuyo la cantidad de pasajeros, pero la caida no fue constante. Ademas, la cantidad de personas que viajan en colectivo en la ciudad de Buenos Aires tambien cayo, incluso levemente mas que en el subte.","[0.9983121156692505, 0.001687925891019404]",0,0,"[0.609006941318512, 0.3909930884838104]"
0,Los datos de distintas fiscalias federales muestran la tendencia senalada por la Ministra de Seguridad de la Nacion.,"[0.0363285057246685, 0.9636715054512024]",1,0,"[0.6528251767158508, 0.34717482328414917]"
1,"Si bien el tributo que establece el proyecto actual presenta la tasa mas alta de los blanqueos de capitales, el texto preve la posibilidad de eludir el pago si los fondos declarados se destinan a bonos o a adquirir fondos comunes para inversiones y se mantienen al menos cinco anos.","[0.9993394017219543, 0.0006605856469832361]",0,1,"[0.17844004929065704, 0.8215599656105042]"
0,"Los datos disponibles muestran que el oficialismo paso el 30% establecido por ley en las listas de 2013 y 2015 en la Ciudad Autonoma de Buenos Aires y la Provincia. Sin embargo, en el resto de las provincias la situacion no siempre fue asi.","[0.9999217987060547, 7.824246858945116e-05]",0,1,"[0.4503168761730194, 0.549683153629303]"
1,"Los datos muestran que el porcentaje destinado al area no aumento con respecto a 2015 y esta por debajo de la inflacion. Sin embargo, el Ministerio aun puede terminar ejecutando mas fondos que los presupuestados.","[0.9998055100440979, 0.0001945074473042041]",0,1,"[0.4533845782279968, 0.5466154217720032]"
0,"Los datos, utilizados por el Presidente para referirse a la situacion laboral, muestran una tendencia descendente. Sin embargo, hubo cambios en los requisitos de acceso y, ademas, los especialistas senalan que este subsidio no es un indicador suficiente para ver la evolucion del mercado laboral.","[0.9999432563781738, 5.677051012753509e-05]",0,1,"[0.49275702238082886, 0.5072429776191711]"
0,"El distrito porteno supera ampliamente las recomendaciones de presupuesto para Cultura, aunque no es algo inedito sino que se mantiene al menos desde los anos '90.","[0.004146325867623091, 0.9958536624908447]",1,1,"[0.40373197197914124, 0.5962680578231812]"
0,"Si bien no existe informacion oficial que corrobore el dato, un estudio alternativo confirma lo mencionado por el juez federal.","[0.9887570738792419, 0.011242944747209549]",0,0,"[0.6053232550621033, 0.39467674493789673]"
1,"El ministro del Interior utilizo este argumento para relativizar que la economia argentina este en recesion. El dato es correcto, pero la actualidad del sector automotriz no es un indicador de la situacion general.","[0.9999613761901855, 3.858713898807764e-05]",0,1,"[0.4213438034057617, 0.5786561965942383]"
1,Buenos Aires efectivamente esta entre las jurisdicciones con menores transferencias automaticas en relacion a su poblacion.,"[0.8492074608802795, 0.15079250931739807]",0,1,"[0.3908063769340515, 0.6091936230659485]"
1,"El Ministro de Educacion incluyo aumentos que corresponden a la paritaria de 2015 y a la actual para llegar al numero mencionado. Ademas, la inflacion supero el ultimo aumento acordado por los docentes universitarios.","[0.7979474067687988, 0.20205259323120117]",0,1,"[0.33420464396476746, 0.6657953858375549]"
0,En los ultimos anos cayo la cantidad de argentinos que viajaron dentro del pais. Muchos eligieron destinos en el exterior.,"[0.9980105757713318, 0.001989480573683977]",0,0,"[0.7362724542617798, 0.2637275159358978]"
1,"Ante la falta de informacion oficial, las fuentes alternativas calculan que la cantidad de despidos oscila entre los 80 y 140 mil. Con una de estas fuentes, se llegaria a los 200 mil al sumar a los trabajadores no registrados.","[0.9999396800994873, 6.037459024810232e-05]",0,1,"[0.22587499022483826, 0.7741250395774841]"
0,"Asi, la canciller apunto al narcotrafico. Un informe de la ONU ubica al pais en el podio entre los paises de transito de cocaina, aunque tambien advierte que los resultados deben interpretarse con cautela.","[0.9998875856399536, 0.00011240911408094689]",0,0,"[0.5314412117004395, 0.46855878829956055]"
1,"Solo en 2014, ano en el que fue detenido el financista, habia mas de 100 personas alojadas en carceles del pais por delitos previstos en la Ley Penal Tributaria. Un tercio de ellas tenia condena.","[0.9999088048934937, 9.114488784689456e-05]",0,1,"[0.22964157164096832, 0.7703584432601929]"
0,?La Argentina esta entre los diez paises del mundo con mayor carga impositiva sobre los cigarrillos?,"[0.9999123811721802, 8.766327664488927e-05]",0,1,"[0.2162361592054367, 0.7837638258934021]"
0,"Asi lo informo el Ministerio de Economia de la Nacion. La carga tributaria se incremento e hizo que el pais ascienda varios lugares en el ranking, pero aun asi no se encuentra entre los primeros diez.","[0.9999251365661621, 7.481183274649084e-05]",0,0,"[0.9083203077316284, 0.09167972207069397]"
0,"Este ano, 50 mil trabajadores mas pasaron a pagar este tributo luego de la suba del minimo no imponible. Despues de los aumentos en paritarias, el numero sera mayor. Ganancias es de los impuestos mas progresivos del sistema.","[0.9999005794525146, 9.939128358382732e-05]",0,1,"[0.2239665985107422, 0.776033341884613]"
1,"Distintas fuentes marcan un descenso en marzo ultimo, aunque, por las subas de los servicios y del transporte, se estima uno de los valores mas altos para abril. Sin contar esos aumentos, las consultoras calculan una desaceleracion.","[0.9990676045417786, 0.0009323960985057056]",0,1,"[0.1255631297826767, 0.8744369149208069]"
0,"La tasa de despidos esta por debajo de 2009, 2011 y 2012, pero no es la mas baja del periodo mencionado. Ademas, las suspensiones se encuentran en un nivel record y tambien cayeron las contrataciones de personal.","[0.9971601963043213, 0.002839787630364299]",0,1,"[0.2981169521808624, 0.70188307762146]"
